id,chapter,title,start_at(JST),end_at(JST),event_type,main_chara,chara_type,ban,attr,pt_top10,pt_lines_1,pt_lines_10,pt_lines_20,pt_lines_50,pt_lines_100,pt_lines_200,pt_lines_300,pt_lines_400,pt_lines_500,pt_lines_1000,pt_lines_2000,pt_lines_3000,pt_lines_5000,pt_lines_10000,pt_lines_30000,pt_lines_50000,pt_lines_100000,pt_lines_300000
154,-,Time to take off！,2025/01/11 15:00,2025/01/19 21:00,マラソン,"khn, an, akt, toya, miku(VBS), rin(VBS), len(VBS), luka(VBS), meiko(VBS), kaito(VBS)",unit,toya,happy,350000525 340000525 302525826 285251112 252526839 242402525 240000108 237037197 225258632 212121525,350000525,212121525,150000000,105331388,70770962,33237840,26268773,22356031,21615730,15386245,7473981,6117095,5334041,4100108,2568984,2087705,1339240,421120
155,-,Show your shine,2025/01/21 15:00,2025/01/29 21:00,マラソン,"ick, saki, khn, knd, rin(25ji)",mix,knd,cool,345000000 341227210 310270108 252525210 225000210 202525210 178111005 159210319 158942554 151940210,345000000,151940210,101827100,76999237,49114178,27431300,21571696,18975264,18226887,12897998,6706843,5419567,4724989,3604249,2318115,1925270,1263523,433615
156,-,このひと針に想いを込めて,2025/01/31 15:00,2025/02/08 21:00,マラソン,"hrk, szk, mfy, mzk, len(MMJ)",mix,szk,happy,316000000 300001206 262141206 251271206 223787096 201206624 188888888 160001206 151561206 139126127,316000000,139126127,88801206,67001207,51324672,21000414,16322233,13896104,13142401,9274905,5591582,4818228,4335507,3393399,2243289,1864756,1224924,422305
157,-,Rise and Strive,2025/02/10 15:00,2025/02/18 21:00,マラソン,"mnr, hrk, airi, szk, miku(MMJ), rin(MMJ), len(MMJ), luka(MMJ), meiko(MMJ), kaito(MMJ)",unit,hrk,mysterious,321301005 261051005 250001005 240001005 234141005 230001005 221101005 215001005 205001005 194251005,321301005,194251005,122502250,83001005,63610414,30005471,23600414,18543769,17896625,12574140,5880888,4783136,4261248,3279030,2170240,1808555,1180817,404970
158,-,昔日のRead-aloud,2025/02/20 15:00,2025/02/26 21:00,マラソン,"ick, hnm, nene, rui, meiko(Ln)",mix,hnm,cute,270811027 260000000 250811027 234567890 223921027 187371027 183601027 181027720 172001027 171151027,270811027,171151027,110001027,56401027,43148055,17368361,12767952,10502025,9461057,6388346,3711190,3249210,2998710,2330284,1552115,1288527,840889,284010
159,-,Connect hearts message,2025/02/28 15:00,2025/03/08 21:00,マラソン,"saki, shiho, emu, rin(Ln), meiko(WS)",mix,saki,pure,314000509 300000000 250939509 231539509 230000509 225591899 166111259 142590909 130000509 115319509,314000509,115319509,87624509,58002175,46532828,21537582,17460099,15014022,14117689,9942020,5349090,4561225,4147794,3218891,2108920,1749275,1128671,363060
160,-,You are my HERO!!,2025/03/10 15:00,2025/03/18 21:00,マラソン,"mnr, airi, tks, nene, mzk",mix,tks,mysterious,320000000 315000517 300088517 280880517 274517319 235170827 232517720 230000517 210051720 202222517,320000000,202222517,174000517,114751566,70000517,36161737,27320083,23456789,22765211,16663043,6516826,5170918,4516372,3392543,2146960,1785563,1159591,379460
161,-,Unreliable Notes,2025/03/20 15:00,2025/03/28 21:00,マラソン,"knd, mfy, ena, mzk, miku(25ji), rin(25ji), len(25ji), luka(25ji), meiko(25ji), kaito(25ji)",unit,knd,cool,370000210 363000210 353160210 285025210 280000210 270414210 261270210 252500210 215000210 210000000,370000210,210000000,170652181,132500210,104599910,50774864,40265364,34729966,32149410,23141732,10701788,8086809,6405981,4330549,2510296,2082877,1348764,439152
162,-,Find the dream view,2025/03/30 15:00,2025/04/06 21:00,マラソン,"ick, saki, hnm, shiho, miku(Ln), rin(Ln), len(Ln), luka(Ln), meiko(Ln), kaito(Ln)",unit,shiho,cool,300000108 275091027 265008110 259321741 252541108 241769997 240108509 232000108 225000108 220108523,300000108,220108523,130496406,109120108,80000000,39775204,30985043,26922847,25737228,19517722,9090909,7147485,6172761,4696768,2808254,2417025,1807660,641945
163,-,Turning Pain into Drive,2025/04/08 20:00,2025/04/20 20:00,ワールドリンク,"khn, an, akt, toya, miku(VBS), rin(VBS), len(VBS), luka(VBS), meiko(VBS), kaito(VBS)",unit,-,-,815000000 665000726 600525302 547000302 531112525 515151726 501112525 500000302 485251112 461112525,815000000,461112525,369124140,283236121,224076402,176592718,151363134,137726733,130092086,84821911,58990439,48127924,31191966,16294469,7279405,5459581,3302113,825780
163,1,Turning Pain into Drive,2025/04/08 20:00,2025/04/11 20:00,ワールドリンク,"khn, an, akt, toya, miku(VBS), rin(VBS), len(VBS), luka(VBS), meiko(VBS), kaito(VBS)",unit,toya,-,222000525 215000525 210000525 205250505 200501525 200038025 191525108 191112525 184272647 181981900,222000525,181981900,160000525,141131525,132479680,71588852,,,51665305,45245626,,11646589,7352353,4204354,,1404676,886047,
163,2,Turning Pain into Drive,2025/04/11 20:00,2025/04/14 20:00,ワールドリンク,"khn, an, akt, toya, miku(VBS), rin(VBS), len(VBS), luka(VBS), meiko(VBS), kaito(VBS)",unit,akt,-,230254264 229833725 211121112 210000000 205251112 201111222 200001112 200001112 191112525 191112525,230254264,191112525,182661112,171112525,164144815,97666340,,,63974356,53867192,,12321760,7665846,4241081,,1312065,832367,
163,3,Turning Pain into Drive,2025/04/14 20:00,2025/04/17 20:00,ワールドリンク,"khn, an, akt, toya, miku(VBS), rin(VBS), len(VBS), luka(VBS), meiko(VBS), kaito(VBS)",unit,khn,-,213028686 203302302 200923302 200000000 200000000 190000302 190000302 187654302 181112032 180868632,213028686,180868632,150940988,129519145,118686000,61622311,,,43087574,34429744,,7804963,4798117,2811121,,1132105,718910,
163,4,Turning Pain into Drive,2025/04/17 20:00,2025/04/20 20:00,ワールドリンク,"khn, an, akt, toya, miku(VBS), rin(VBS), len(VBS), luka(VBS), meiko(VBS), kaito(VBS)",unit,an,-,235000726 230726000 217260000 211000726 209726333 204961975 200590726 200000726 200000726 194000726,235000726,194000726,162984380,134011726,128942204,68396600,,,41716842,32707356,,7334495,4628110,2958855,,1235836,771360,
164,-,Choices for the future,2025/04/22 15:00,2025/04/28 21:00,マラソン,"tks, emu, nene, rui, miku(WS), rin(WS), len(WS), luka(WS), meiko(WS), kaito(WS)",unit,emu,mysterious,254190909 250000909 244517909 207200909 201520909 200000909 190951720 170000909 169555909 165217909,254190909,165217909,123217909,70001909,51988548,23748341,18948184,16459583,15049020,9977401,4727828,3913360,3603908,2798447,1835912,1519209,994410,291245
165,-,そして、針は動き出す,2025/04/30 15:00,2025/05/06 21:00,マラソン,"knd, mfy, ena, mzk, miku(25ji), rin(25ji), len(25ji), luka(25ji), meiko(25ji), kaito(25ji)",unit,mfy,mysterious,290000127 275231001 270000127 265213294 265145942 265097286 264300127 263414827 260149920 210000127,290000127,210000127,118465127,81436885,63032680,31854773,23086293,20220620,19061097,14588024,6770871,5232603,4448785,3255638,2034910,1694365,1129348,0
166,-,チアフルカーニバルイベントテストイベント,2025/05/07 21:00,2025/05/08 21:00,チアフルカーニバル,"ick, mnr, khn, tks, knd",unit,-,pure,28128210 25302302 20000000 17260414 17260414 16001027 14730710 14444444 13333333 12345678,28128210,12345678,8801227,6321808,4648895,2675488,2271236,2064065,1948435,1679106,1446065,1313580,1153240,950980,677340,486410,264734,44040
167,-,Dear my fellows,2025/05/09 20:00,2025/05/21 20:00,ワールドリンク,"tks, emu, nene, rui, miku(WS), rin(WS), len(WS), luka(WS), meiko(WS), kaito(WS)",unit,-,-,770000000 666517624 562481517 536624517 536300605 534740517 512624517 512000517 505050505 495000624,770000000,495000624,432975040,285978694,235374260,190000517,175743068,150173322,129385179,90078155,60442592,50305565,30820622,16108430,7239722,5350335,3167124,728245
167,1,Dear my fellows,2025/05/09 20:00,2025/05/12 20:00,ワールドリンク,"tks, emu, nene, rui, miku(WS), rin(WS), len(WS), luka(WS), meiko(WS), kaito(WS)",unit,rui,-,220000624 217484405 215000624 212010624 209018610 206853585 206240624 206240624 206240000 200624624,220000624,200624624,200000624,180000624,171188883,96952951,,,62022405,50522157,,12744145,8320352,4726248,,1449760,893960,
167,2,Dear my fellows,2025/05/12 20:00,2025/05/15 20:00,ワールドリンク,"tks, emu, nene, rui, miku(WS), rin(WS), len(WS), luka(WS), meiko(WS), kaito(WS)",unit,tks,-,230624517 223449600 222892775 222368400 215170000 212624517 211356708 211356250 210624517 210475610,230624517,210475610,200226000,180624517,169486295,92664471,,,59217692,48465494,,11495444,7169498,3831744,,1190990,737447,
167,3,Dear my fellows,2025/05/15 20:00,2025/05/18 20:00,ワールドリンク,"tks, emu, nene, rui, miku(WS), rin(WS), len(WS), luka(WS), meiko(WS), kaito(WS)",unit,nene,-,232917200 228310720 223720720 212000720 207200720 200000720 196160720 194666015 192000000 188000720,232917200,188000720,172082700,167124720,158816000,83100842,,,51720720,39041880,,8472022,5100075,3019198,,1149030,728215,
167,4,Dear my fellows,2025/05/18 20:00,2025/05/21 20:00,ワールドリンク,"tks, emu, nene, rui, miku(WS), rin(WS), len(WS), luka(WS), meiko(WS), kaito(WS)",unit,emu,-,208310909 201027909 195230909 190909091 188520909 182626909 180517909 180351915 173232909 170000909,208310909,170000909,143000909,123263120,110147110,67920909,,,43024207,31144354,,6894974,4415590,2833746,,1145028,688630,
168,-,Cheer with my Heart!,2025/05/23 15:00,2025/05/29 21:00,マラソン,"mnr, hrk, airi, szk, miku(MMJ), rin(MMJ), len(MMJ), luka(MMJ), meiko(MMJ), kaito(MMJ)",unit,airi,happy,296800319 292885525 287100319 280000319 250000319 231916614 206000319 203191206 200000319 183410319,296800319,183410319,120000414,85090314,56107906,24598169,17262654,15001300,13814347,10633734,4416712,3663845,3349955,2596219,1710650,1398462,880150,247162
169,-,Aim higher and higher！,2025/05/31 15:00,2025/06/07 21:00,マラソン,"khn, an, akt, toya, miku(VBS), rin(VBS), len(VBS), luka(VBS), meiko(VBS), kaito(VBS)",unit,khn,cute,330000302 325250831 241400302 236590302 230525302 220000302 211121302 171000302 169515030 166000302,330000302,166000302,134525302,95952809,55555525,29020000,23784822,20900302,20066694,13865470,6265347,5089456,4509844,3379510,2159125,1771151,1130580,540325
170,-,泡沫に抱かれて,2025/06/09 20:00,2025/06/21 20:00,ワールドリンク,"knd, mfy, ena, mzk, miku(25ji), rin(25ji), len(25ji), luka(25ji), meiko(25ji), kaito(25ji)",unit,-,-,819000000 777777777 690001594 660000000 654321025 606644313 604300127 600827430 570250000 567890210,819000000,567890210,420006690,330250250,268430430,191073240,176986691,144982479,127319190,88204712,63917485,56515006,33727460,17355268,7661585,5647180,3313069,803817
170,1,泡沫に抱かれて,2025/06/09 20:00,2025/06/12 20:00,ワールドリンク,"knd, mfy, ena, mzk, miku(25ji), rin(25ji), len(25ji), luka(25ji), meiko(25ji), kaito(25ji)",unit,knd,-,233000210 230000210 225250210 220210210 220025210 215250210 214220526 210999999 210998605 210210210,233000210,210210210,187519210,170000210,161609433,90000210,,,61903480,53605200,,14083805,9141730,5005583,,1484875,905825,
170,2,泡沫に抱かれて,2025/06/12 20:00,2025/06/15 20:00,ワールドリンク,"knd, mfy, ena, mzk, miku(25ji), rin(25ji), len(25ji), luka(25ji), meiko(25ji), kaito(25ji)",unit,ena,-,240045430 218000430 216717510 201689200 201580430 201070430 200430910 200000430 194300000 191800430,240045430,191800430,182725430,170955782,166999355,94749882,,,59891079,50255213,,9701255,5825300,3300650,,1221295,768320,
170,3,泡沫に抱かれて,2025/06/15 20:00,2025/06/18 20:00,ワールドリンク,"knd, mfy, ena, mzk, miku(25ji), rin(25ji), len(25ji), luka(25ji), meiko(25ji), kaito(25ji)",unit,mzk,-,234025827 226667828 220000827 220000827 212500827 210827430 210430827 208270827 201482255 200025827,234025827,200025827,182701112,175110827,170030587,93652152,,,63817222,53204782,,12287665,7534250,3958825,,1219825,744456,
170,4,泡沫に抱かれて,2025/06/18 20:00,2025/06/21 20:00,ワールドリンク,"knd, mfy, ena, mzk, miku(25ji), rin(25ji), len(25ji), luka(25ji), meiko(25ji), kaito(25ji)",unit,mfy,-,234025827 226667828 220000827 220000827 212500827 210827430 210430827 208270827 201482255 200025827,233250127,183300127,157700127,134523175,122735877,71424630,,,44854374,31778290,,7872550,5021095,3033220,,1201570,720570,
171,-,"ordinary,yet special us",2025/06/23 20:00,2025/07/05 20:00,ワールドリンク,"ick, saki, hnm, shiho, miku(Ln), rin(Ln), len(Ln), luka(Ln), meiko(Ln), kaito(Ln)",unit,-,-,750000000 720181159 570000108 535207154 533509108 517000255 504015142 460509509 460000127 442525509,750000000,442525509,333340811,274725548,224378046,156412055,136673401,111535205,97286062,62989398,42343597,30778189,19582320,10248070,5633400,4270675,2571320,595820
171,1,"ordinary,yet special us",2025/06/23 20:00,2025/06/26 20:00,ワールドリンク,"ick, saki, hnm, shiho, miku(Ln), rin(Ln), len(Ln), luka(Ln), meiko(Ln), kaito(Ln)",unit,shiho,-,232525108 215000108 213000108 210827221 208310108 201080108 200000108 200000108 190001080 189250770,232525108,189250770,145966405,111200108,101828138,53108108,,,30333444,22056152,,5281298,3590049,2443390,,1105600,665070,
171,2,"ordinary,yet special us",2025/06/26 20:00,2025/06/29 20:00,ワールドリンク,"ick, saki, hnm, shiho, miku(Ln), rin(Ln), len(Ln), luka(Ln), meiko(Ln), kaito(Ln)",unit,saki,-,227260509 225355715 210000509 205090509 200517509 200005090 200000509 195000509 192000509 190587411,227260509,190587411,172000509,150000509,137018749,63537891,,,35988229,26086606,,4925171,3241150,2227755,,1018616,644635,
171,3,"ordinary,yet special us",2025/06/29 20:00,2025/07/02 20:00,ワールドリンク,"ick, saki, hnm, shiho, miku(Ln), rin(Ln), len(Ln), luka(Ln), meiko(Ln), kaito(Ln)",unit,hnm,-,234853413 234827760 230000000 208001027 204811027 204801027 200001027 195102700 187771027 184301027,234853413,184301027,151027912,112341027,93001027,44895740,,,25881685,18030695,,3982790,2911448,2091910,,976975,608534,
171,4,"ordinary,yet special us",2025/07/02 20:00,2025/07/05 20:00,ワールドリンク,"ick, saki, hnm, shiho, miku(Ln), rin(Ln), len(Ln), luka(Ln), meiko(Ln), kaito(Ln)",unit,ick,-,241100811 222000811 217210811 210390811 205000811 200000811 195000811 193939811 191001580 190398110,241100811,190398110,174000811,150140811,142687808,79952168,,,49969082,37941264,,7388010,4241725,2690945,,1067805,636646,
172,-,Deeper and deeper,2025/07/07 15:00,2025/07/13 21:00,マラソン,"tks, emu, nene, rui, miku(WS), rin(WS), len(WS), luka(WS), meiko(WS), kaito(WS)",unit,rui,happy,300000624 289624624 281000624 271105624 270608624 265170624 260870624 258270624 253700624 240624720,300000624,240624720,194096624,155695442,119822562,53640624,45624517,36484279,34480588,26583127,9253135,6370695,5188025,3554715,2102200,1681145,1047704,300230
173,-,"Unsteady, still steady step",2025/07/15 15:00,2025/07/21 21:00,マラソン,"ick, saki, hnm, shiho, miku(Ln), rin(Ln), len(Ln), luka(Ln), meiko(Ln), kaito(Ln)",unit,hnm,cute,260001027 240001027 210271227 195001027 190001027 183939390 183939390 180001027 160001027 157721027,260001027,157721027,97818800,68986678,47021514,17302394,12497737,10480795,9868226,7181335,3797453,3373520,3136356,2483525,1646923,1327325,814521,256135
174,-,start rolling! stars' crossing,2025/07/23 15:00,2025/07/29 21:00,マラソン,"mnr, hrk, airi, szk, miku(MMJ), rin(MMJ), len(MMJ), luka(MMJ), meiko(MMJ), kaito(MMJ)",unit,mnr,pure,301000414 280319414 274141005 270000414 260000414 257000414 254140815 250000414 241401005 240410414,301000414,240410414,141487310,93000414,62509450,23014953,16288414,14140414,13025414,9054210,4124807,3582402,3311435,2577596,1673215,1356049,828855,216782
175,-,Competitive fire！,2025/07/31 15:00,2025/08/06 21:00,マラソン,"khn, an, akt, toya, miku(VBS), rin(VBS), len(VBS), luka(VBS), meiko(VBS), kaito(VBS)",unit,an,happy,272600000 260000525 230000726 210000726 194277726 190000726 182000726 178100726 172600000 167260726,272600000,167260726,114526726,78831702,55144785,24727458,20064532,16634417,15293364,11269919,5479998,4435008,3969075,2973555,1859050,1504545,938717,280494
176,-,All ways Jump! with you,2025/08/08 20:00,2025/08/20 20:00,ワールドリンク,"mnr, hrk, airi, szk, miku(MMJ), rin(MMJ), len(MMJ), luka(MMJ), meiko(MMJ), kaito(MMJ)",unit,-,-,900000000 827430105 804141206 800001005 777777777 704141005 700000000 662525105 648589945 605000000,900000000,605000000,450000000,313875990,235000010,178672087,156295550,131751940,105201982,65170000,40291703,30831439,17684936,9894430,5382865,4034303,2357417,475205
176,1,All ways Jump! with you,2025/08/08 20:00,2025/08/11 20:00,ワールドリンク,"mnr, hrk, airi, szk, miku(MMJ), rin(MMJ), len(MMJ), luka(MMJ), meiko(MMJ), kaito(MMJ)",unit,mnr,-,245414414 235000414 234140414 229713061 221036417 218489310 212000414 211860098 210000414 205414517,245414414,205414517,187310414,160000414,152400414,63042085,,,35003298,26707900,,5137100,3499969,2428965,,1079378,633326,
176,2,All ways Jump! with you,2025/08/11 20:00,2025/08/14 20:00,ワールドリンク,"mnr, hrk, airi, szk, miku(MMJ), rin(MMJ), len(MMJ), luka(MMJ), meiko(MMJ), kaito(MMJ)",unit,hrk,-,240010050 230001005 220001005 218544346 206522483 205921970 205081005 205081005 203161005 200251005,240010050,200251005,188001005,174869086,165535105,92000057,,,47934263,34876255,,5622873,3506972,2275395,,978840,603577,
176,3,All ways Jump! with you,2025/08/14 20:00,2025/08/17 20:00,ワールドリンク,"mnr, hrk, airi, szk, miku(MMJ), rin(MMJ), len(MMJ), luka(MMJ), meiko(MMJ), kaito(MMJ)",unit,airi,-,237319320 222222319 217319319 215000319 211891680 206196005 203934636 200000604 199997130 193000319,237319320,193000319,162811319,150000000,133430319,58905670,,,31306678,22859337,,4264695,3001960,2154300,,943270,568385,
176,4,All ways Jump! with you,2025/08/17 20:00,2025/08/20 20:00,ワールドリンク,"mnr, hrk, airi, szk, miku(MMJ), rin(MMJ), len(MMJ), luka(MMJ), meiko(MMJ), kaito(MMJ)",unit,szk,-,236001206 224291206 222221206 220001206 218385209 204291206 204034467 202020202 195313981 190829656,236001206,190829656,168000000,148119555,141161556,57321206,,,27635435,18965510,,4147206,3022971,2216617,,967562,567280,
177,-,ほどけぬ明日に手を伸ばして,2025/08/22 15:00,2025/08/28 21:00,マラソン,"knd, mfy, ena, mzk, miku(25ji), rin(25ji), len(25ji), luka(25ji), meiko(25ji), kaito(25ji)",unit,mzk,happy,292000827 289638005 287000827 282725827 280000827 250000827 232539827 225000827 193600827 186000827,292000827,186000827,112270827,82700000,65403041,29839702,23884179,20270900,19464947,14711852,6451910,4929600,4137127,3050214,1902160,1540720,959328,244198
178,-,Deep Dark For Light,2025/08/30 15:00,2025/09/04 21:00,マラソン,"tks, emu, nene, rui, miku(WS), rin(WS), len(WS), luka(WS), meiko(WS), kaito(WS)",unit,tks,cool,250000000 243000517 237880517 235088517 233988517 227025979 226914375 226884144 226867631 221700517,250000000,221700517,153052517,104200517,85944554,40686803,35097196,30626835,29546137,23071780,8548470,5888930,4625020,3030709,1697905,1350245,821980,196850
179,-,Link the Beats！,2025/09/06 20:00,2025/09/18 20:00,ワールドリンク,"miku, rin, len, luka, meiko, kaito",unit,-,-,983100930 820071227 700213279 683103939 607037870 558313939 524111500 518618959 500000039 491112130,983100930,491112130,319665317,257637647,192564839,134084205,121030010,110067144,103090895,69674942,44885982,35610256,24279114,13462005,6604017,4795060,2730439,489596
179,1,Link the Beats！,2025/09/06 20:00,2025/09/08 20:00,ワールドリンク,"miku, rin, len, luka, meiko, kaito",unit,len,-,166674325 160543435 156001227 153020000 150501227 148301227 146051227 144877877 142240948 140001227,166674325,140001227,122702877,102651227,92023460,51724634,,,29550187,19989091,,4696480,3124931,2126058,,879370,507010,
179,2,Link the Beats！,2025/09/08 20:00,2025/09/10 20:00,ワールドリンク,"miku, rin, len, luka, meiko, kaito",unit,miku,-,160390831 158582775 153900255 150000039 148313939 142600865 139120000 136039831 131133939 130834055,160390831,130834055,124814839,110000831,100915260,60000831,,,35096257,26193665,,5601075,3511798,2201907,,779110,454485,
179,3,Link the Beats！,2025/09/10 20:00,2025/09/12 20:00,ワールドリンク,"miku, rin, len, luka, meiko, kaito",unit,luka,-,169737742 162412130 155000130 150130130 150053085 146116130 144130130 136130130 135218695 133316432,169737742,133316432,120090130,87200130,76364055,36508744,,,20090130,12788206,,3000000,2250362,1647819,,701770,419075,
179,4,Link the Beats！,2025/09/12 20:00,2025/09/14 20:00,ワールドリンク,"miku, rin, len, luka, meiko, kaito",unit,meiko,-,155551105 153955430 144115311 136208680 130001105 126108138 121787731 121105108 120001105 118148665,155551105,118148665,100001105,76501105,67908295,30977704,,,13837689,9464868,,2521700,2003959,1550045,,698729,430094,
179,5,Link the Beats！,2025/09/14 20:00,2025/09/16 20:00,ワールドリンク,"miku, rin, len, luka, meiko, kaito",unit,kaito,-,174819217 170520000 166611785 160000217 152170217 151123217 150057430 150000217 149067110 145670217,174819217,145670217,130183217,117000217,100000000,65048557,,,39918601,29794687,,6252921,3641792,2138700,,735695,429035,
179,6,Link the Beats！,2025/09/16 20:00,2025/09/18 20:00,ワールドリンク,"miku, rin, len, luka, meiko, kaito",unit,rin,-,167538873 150203939 140201227 138001227 134762785 132181227 126591227 122761015 122737315 122720000,167538873,122720000,111111227,100001227,89452892,46741227,,,27311811,19479815,,4266946,2957010,2036180,,776512,437245,
180,-,Wishes in Bloom！,2025/09/25 20:00,2025/09/28 20:00,ワールドリンク,-,-,-,-,243699320 242895580 242364643 242012785 241401735 240072030 239100210 239000517 238904140 238902100,243699320,238902100,236519030,232699720,230147565,201270430,191182920,182742827,180011112,171245335,35118590,27271920,20964625,12464501,4364885,3047280,1626811,253061
181,-,Our Golden Days,2025/09/30 15:00,2025/10/09 21:00,マラソン,"saki, hrk, an, emu, mzk, miku(VBS)",mix,an,pure,405090726 272600000 246000726 236201804 230000930 215105726 211120726 200726302 191112414 188632117,405090726,188632117,135831815,94501206,74000726,37687269,31002440,26426848,25494332,19876966,12160827,10646421,9729075,8199662,4390992,3601058,2262230,642765
